School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,count,first_opt,second_opt,third_opt,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK,_opt_code,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs,Busbreakdown_ID:1
2016-2017,1256247,General Ed AM Run,10267,M8026,Mechanical Problem,5200,4,5200,,,12/14/16 6:27,12/14/16 6:29,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",45,0,Yes,Yes,No,12/14/16 6:29,,12/14/16 6:29,Running Late,School-Age,5200,5200,P.S. 200,Public,School,2589 7TH AVENUE,Manhattan,NY,10039,-73.936804,40.824408,Yes,Yes,Yes,No,Yes,No,No,1256247
2016-2017,1256245,Special Ed AM Run,2564,M267,Other,3208,4,3208,,,12/14/16 6:25,12/14/16 6:30,Queens,QUALITY TRANSPORTATION CO,30,0,Yes,No,No,12/14/16 6:30,,12/14/16 6:30,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1256245
2016-2017,1256012,Special Ed AM Run,1302,M750,Heavy Traffic,5046,4,5046,,,12/14/16 7:56,12/14/16 7:57,Bronx,VAN TRANS LLC (B2192),15,14,Yes,Yes,Yes,12/14/16 7:57,,12/14/16 7:57,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1256012
2016-2017,1255750,Special Ed AM Run,1303,M750,Heavy Traffic,5046,4,5046,,,12/15/16 7:00,12/15/16 7:06,Nassau County,"BORO TRANSIT, INC.",15,0,Yes,Yes,Yes,12/15/16 7:06,,12/15/16 7:06,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1255750
2016-2017,1255719,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,12/15/16 7:18,12/15/16 7:19,Staten Island,PIONEER TRANSPORTATION CO,45,0,Yes,No,No,12/15/16 7:19,,12/15/16 7:19,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1255719
2016-2017,1255428,Special Ed AM Run,2154,M860,Other,3329,4,3329,,,12/16/16 5:43,12/16/16 5:45,Manhattan,"RELIANT TRANS, INC. (B232",15,0,Yes,Yes,Yes,12/16/16 5:45,,12/16/16 5:45,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1255428
2016-2017,1255390,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,12/16/16 6:24,12/16/16 6:26,Staten Island,"RELIANT TRANS, INC. (B232",15,0,Yes,Yes,Yes,12/16/16 6:26,,12/16/16 6:26,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1255390
2016-2017,1255225,Special Ed PM Run,1428,M706,Heavy Traffic,3279,4,3279,,,12/16/16 7:11,12/16/16 7:12,Manhattan,HAPPY CHILD TRANS LLC (B2,30,1,Yes,Yes,No,12/16/16 7:12,,12/16/16 7:12,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1255225
2016-2017,1255076,Special Ed AM Run,1488,M987,Heavy Traffic,5175,4,5175,,,12/16/16 7:49,12/16/16 7:51,Manhattan,"RELIANT TRANS, INC. (B232",15,0,Yes,Yes,Yes,12/16/16 7:51,,12/16/16 7:51,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1255076
2016-2017,1254894,Special Ed AM Run,1496,M750,Heavy Traffic,5046,4,5046,,,12/16/16 5:24,12/16/16 17:27,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",45,6,Yes,Yes,No,12/16/16 17:27,,12/16/16 17:27,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1254894
2016-2017,1254582,Special Ed AM Run,1339,M100,Mechanical Problem,3864,4,3864,,,12/19/16 7:54,12/19/16 7:55,Bronx,VAN TRANS LLC (B2192),15,14,Yes,Yes,Yes,12/19/16 7:55,,12/19/16 7:55,Running Late,School-Age,3864,3864,Future Leaders Institute,Charter,School,134 WEST 122 ST,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1254582
2016-2017,1254474,General Ed AM Run,26639,M1108,Mechanical Problem,3749,4,3749,,,12/19/16 14:25,12/19/16 14:27,,"NEW DAWN TRANSIT, LLC (B2",30,0,Yes,Yes,No,12/19/16 14:27,,12/19/16 14:27,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1254474
2016-2017,1254369,Special Ed AM Run,2561,M267,Heavy Traffic,3208,4,3208,,,12/20/16 6:21,12/20/16 6:37,Bronx,PIONEER TRANSPORTATION CO,10,0,Yes,No,No,12/20/16 6:37,,12/20/16 6:37,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1254369
2016-2017,1253580,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,12/22/16 6:15,12/22/16 6:36,Queens,TWENTY FIRST AV TRANSP (B,60,0,Yes,Yes,No,12/22/16 6:36,,12/22/16 8:24,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1253580
2016-2017,1253475,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,12/22/16 7:44,12/22/16 7:45,Manhattan,LEESEL TRANSP CORP (B2192,45,2,Yes,Yes,Yes,12/22/16 7:45,90229413,12/22/16 8:00,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1253475
2016-2017,1253424,Special Ed PM Run,4512,M860,Flat Tire,3329,4,3329,,,12/22/16 8:02,12/22/16 8:06,Rockland County,MONTAUK STUDENT TRANS LLC,,1,Yes,Yes,No,12/22/16 8:06,,12/22/16 8:10,Breakdown,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1253424
2016-2017,1253358,General Ed AM Run,10449,M8026,Heavy Traffic,5200,4,5200,,,12/22/16 14:35,12/22/16 15:06,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,Yes,Yes,12/22/16 15:06,90229843,12/22/16 15:13,Running Late,School-Age,5200,5200,P.S. 200,Public,School,2589 7TH AVENUE,Manhattan,NY,10039,-73.936804,40.824408,Yes,Yes,Yes,No,Yes,No,No,1253358
2016-2017,1253135,Special Ed AM Run,14102,M705,Heavy Traffic,3279,4,3279,,,12/23/16 14:21,12/23/16 14:22,Queens,"RELIANT TRANS, INC. (B232",30,0,Yes,Yes,Yes,12/23/16 14:22,,12/23/16 14:22,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1253135
2016-2017,1253122,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,12/23/16 14:38,12/23/16 14:39,Manhattan,LEESEL TRANSP CORP (B2192,5,0,Yes,No,No,12/23/16 14:39,,12/23/16 14:39,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1253122
2016-2017,1252976,Special Ed AM Run,1395,M749,Heavy Traffic,5200,4,5200,,,1/3/17 6:30,1/3/17 6:42,Brooklyn,Y & M TRANSIT CORP (B2192,30,0,Yes,Yes,No,1/3/17 6:42,,1/3/17 6:42,Running Late,School-Age,5200,5200,P.S. 200,Public,School,2589 7TH AVENUE,Manhattan,NY,10039,-73.936804,40.824408,Yes,Yes,Yes,No,Yes,No,No,1252976
2016-2017,1252856,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/3/17 7:00,1/3/17 7:14,Westchester,MAR-CAN TRANSPORT CO. INC,60,4,Yes,No,No,1/3/17 7:14,,1/3/17 9:30,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1252856
2016-2017,1252498,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/4/17 6:15,1/4/17 6:18,Bronx,LITTLE RICHIE BUS SERVICE,,0,No,Yes,No,1/4/17 6:18,,1/4/17 8:13,Breakdown,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1252498
2016-2017,1252237,Special Ed AM Run,4523,M731,Heavy Traffic,3149,4,3149,,,1/4/17 7:48,1/4/17 7:49,Manhattan,"RELIANT TRANS, INC. (B232",30,4,Yes,Yes,Yes,1/4/17 7:49,,1/4/17 7:49,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1252237
2016-2017,1252221,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/4/17 7:45,1/4/17 7:52,Brooklyn,EMPIRE STATE BUS CORP.,30,7,Yes,Yes,No,1/4/17 7:52,,1/4/17 7:52,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1252221
2016-2017,1251916,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/5/17 7:03,1/5/17 7:03,Brooklyn,QUALITY TRANSPORTATION CO,35,0,No,No,No,1/5/17 7:03,,1/5/17 7:03,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1251916
2016-2017,1251712,Special Ed AM Run,1488,M987,Heavy Traffic,5175,4,5175,,,1/5/17 8:10,1/5/17 8:17,Bronx,"G.V.C., LTD.",25,1,Yes,Yes,No,1/5/17 8:17,,1/5/17 8:17,Running Late,Pre-K,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1251712
2016-2017,1251708,Special Ed AM Run,1395,M749,Heavy Traffic,5046,4,5046,,,1/5/17 8:22,1/5/17 8:43,,LORINDA ENT. LTD.,,4,Yes,Yes,No,1/5/17 8:43,,1/5/17 8:43,Breakdown,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1251708
2016-2017,1251566,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/6/17 6:10,1/6/17 6:32,Brooklyn,EMPIRE STATE BUS CORP.,30,3,Yes,Yes,No,1/6/17 6:32,,1/6/17 6:32,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1251566
2016-2017,1251557,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,1/6/17 6:33,1/6/17 6:35,,"RELIANT TRANS, INC. (B232",25,0,Yes,Yes,Yes,1/6/17 6:35,,1/6/17 6:35,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1251557
2016-2017,1251264,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/6/17 8:40,1/6/17 8:50,Manhattan,CONSOLIDATED BUS TRANS. I,,0,Yes,No,Yes,1/6/17 8:50,,1/6/17 8:51,Breakdown,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1251264
2016-2017,1251025,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/9/17 6:30,1/9/17 6:38,Bronx,"BORO TRANSIT, INC.",25,0,Yes,Yes,Yes,1/9/17 6:38,,1/9/17 6:38,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1251025
2016-2017,1250540,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,1/9/17 8:08,1/9/17 8:07,Manhattan,"THOMAS BUSES, INC. (B2321",40,3,No,No,No,1/9/17 8:07,,1/9/17 8:07,Running Late,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1250540
2016-2017,1250375,General Ed AM Run,19229,M1095,Weather Conditions,3749,4,3749,,,1/10/17 5:50,1/10/17 5:58,Brooklyn,JOFAZ TRANSPORTATION INC.,30,0,No,No,No,1/10/17 5:58,,1/10/17 5:58,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1250375
2016-2017,1250363,Special Ed AM Run,1421,M989,Problem Run,5175,4,5175,,,1/10/17 6:04,1/10/17 6:07,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",25,0,Yes,Yes,No,1/10/17 6:07,,1/10/17 6:07,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1250363
2016-2017,1250335,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/10/17 6:20,1/10/17 6:22,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",35,0,Yes,Yes,No,1/10/17 6:22,,1/10/17 6:22,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1250335
2016-2017,1250222,Special Ed AM Run,2514,M860,Flat Tire,3329,4,3329,,,1/10/17 6:58,1/10/17 6:59,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",35,0,Yes,Yes,No,1/10/17 6:59,,1/10/17 6:59,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1250222
2016-2017,1249973,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/10/17 8:06,1/10/17 8:07,Nassau County,"THOMAS BUSES, INC. (B2321",15,2,Yes,Yes,Yes,1/10/17 8:07,,1/10/17 8:07,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1249973
2016-2017,1249970,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/10/17 8:06,1/10/17 8:07,Manhattan,SNT BUS INC,10,1,Yes,No,Yes,1/10/17 8:07,,1/10/17 8:31,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1249970
2016-2017,1249659,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/11/17 7:17,1/11/17 7:19,Manhattan,HAPPY CHILD TRANS LLC (B2,30,3,Yes,Yes,No,1/11/17 7:19,,1/11/17 7:19,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1249659
2016-2017,1249653,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/11/17 7:17,1/11/17 7:21,,LOGAN BUS COMPANY INC.,,2,Yes,Yes,No,1/11/17 7:21,,1/11/17 7:21,Breakdown,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1249653
2016-2017,1249604,Special Ed PM Run,2547,M860,Heavy Traffic,3329,4,3329,,,1/11/17 7:37,1/11/17 7:39,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",25,10,Yes,Yes,No,1/11/17 7:39,,1/11/17 7:39,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1249604
2016-2017,1249297,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/12/17 6:46,1/12/17 6:48,Bronx,BOBBY`S BUS CO. INC.,,0,Yes,Yes,No,1/12/17 6:48,,1/12/17 7:04,Breakdown,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1249297
2016-2017,1249271,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/12/17 6:57,1/12/17 6:58,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,4,Yes,Yes,No,1/12/17 6:58,,1/12/17 6:58,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1249271
2016-2017,1249228,Special Ed AM Run,8013,M497,Heavy Traffic,3279,4,3279,,,1/12/17 7:10,1/12/17 7:14,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,0,Yes,Yes,No,1/12/17 7:14,,1/12/17 7:14,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1249228
2016-2017,1248836,Special Ed AM Run,1396,M741,Heavy Traffic,3076,4,3076,,,1/13/17 6:44,1/13/17 6:45,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",25,0,Yes,Yes,No,1/13/17 6:45,,1/13/17 6:45,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1248836
2016-2017,1248578,Special Ed AM Run,1428,M706,Heavy Traffic,3279,4,3279,,,1/13/17 14:20,1/13/17 14:28,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",20,0,Yes,Yes,No,1/13/17 14:28,,1/13/17 14:28,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1248578
2016-2017,1248474,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/17/17 6:38,1/17/17 6:39,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,0,Yes,Yes,No,1/17/17 6:39,,1/17/17 6:39,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1248474
2016-2017,1248466,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/17/17 6:41,1/17/17 6:42,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,0,Yes,Yes,No,1/17/17 6:42,,1/17/17 6:42,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1248466
2016-2017,1248145,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/17/17 14:31,1/17/17 14:33,Queens,QUALITY TRANSPORTATION CO,15,0,Yes,No,No,1/17/17 14:33,,1/17/17 14:33,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1248145
2016-2017,1248141,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/17/17 14:33,1/17/17 14:35,Nassau County,LOGAN BUS COMPANY INC.,35,0,Yes,Yes,No,1/17/17 14:35,,1/17/17 14:35,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1248141
2016-2017,1248001,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,1/18/17 6:20,1/18/17 6:49,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,1/18/17 6:49,,1/18/17 6:49,Breakdown,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1248001
2016-2017,1247979,Special Ed AM Run,1360,M132,Heavy Traffic,3279,4,3279,,,1/18/17 6:57,1/18/17 6:59,Manhattan,"RELIANT TRANS, INC. (B232",25,7,Yes,Yes,Yes,1/18/17 6:59,,1/18/17 6:59,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1247979
2016-2017,1247928,Special Ed AM Run,1445,M862,Heavy Traffic,3076,4,3076,,,1/18/17 7:15,1/18/17 7:16,Queens,"RELIANT TRANS, INC. (B232",15,3,Yes,Yes,Yes,1/18/17 7:16,,1/18/17 7:16,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1247928
2016-2017,1247864,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/18/17 7:40,1/18/17 7:42,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",40,6,Yes,Yes,No,1/18/17 7:42,,1/18/17 7:42,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1247864
2016-2017,1247854,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/18/17 7:41,1/18/17 7:44,Bronx,"G.V.C., LTD.",40,3,Yes,Yes,No,1/18/17 7:44,,1/18/17 7:44,Running Late,Pre-K,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1247854
2016-2017,1247664,Special Ed AM Run,2564,M267,Heavy Traffic,3208,4,3208,,,1/18/17 14:45,1/18/17 14:50,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,Yes,1/18/17 14:50,,1/18/17 14:50,Breakdown,School-Age,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1247664
2016-2017,1247559,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/19/17 6:43,1/19/17 6:44,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",35,0,Yes,Yes,No,1/19/17 6:44,,1/19/17 6:44,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1247559
2016-2017,1247548,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/19/17 6:48,1/19/17 6:49,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",45,0,Yes,Yes,No,1/19/17 6:49,,1/19/17 6:49,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1247548
2016-2017,1247178,General Ed AM Run,26639,M1108,Mechanical Problem,3749,4,3749,,,1/20/17 6:35,1/20/17 6:36,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",35,0,Yes,Yes,No,1/20/17 6:36,,1/20/17 6:36,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1247178
2016-2017,1247163,Special Ed AM Run,1488,M987,Problem Run,5175,4,5175,,,1/20/17 6:32,1/20/17 6:43,Manhattan,"MONTAUK STUDENT TRANS, IN",15,0,No,No,No,1/20/17 6:43,,1/20/17 6:43,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1247163
2016-2017,1247122,Special Ed AM Run,1454,M762,Problem Run,3420,4,3420,,,1/20/17 7:01,1/20/17 7:02,Bronx,G.V.C. LTD. (B2192),30,1,Yes,Yes,Yes,1/20/17 7:02,,1/20/17 8:22,Running Late,School-Age,3420,3420,P.S. 241,Public,School,240 WEST 113TH STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1247122
2016-2017,1247115,General Ed AM Run,10441,M8026,Other,5200,4,5200,,,1/20/17 7:04,1/20/17 7:05,Bronx,VAN TRANS LLC (B2192),15,6,Yes,Yes,Yes,1/20/17 7:05,,1/20/17 7:05,Running Late,School-Age,5200,5200,P.S. 200,Public,School,2589 7TH AVENUE,Manhattan,NY,10039,-73.936804,40.824408,Yes,Yes,Yes,No,Yes,No,No,1247115
2016-2017,1247026,General Ed PM Run,27727,M1137,Accident,5046,4,5046,,,1/20/17 7:33,1/20/17 7:35,Bronx,"G.V.C., LTD.",20,6,Yes,Yes,No,1/20/17 7:35,,1/20/17 7:35,Running Late,Pre-K,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1247026
2016-2017,1246963,Special Ed AM Run,1445,M862,Heavy Traffic,3076,4,3076,,,1/20/17 7:47,1/20/17 7:49,Manhattan,"NEW DAWN TRANSIT, LLC (B2",25,7,Yes,Yes,No,1/20/17 7:49,,1/20/17 7:49,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1246963
